Primary Category	Secondary Category	Title	URL
Government, Law & Politics	Civil Rights, Pressure Groups, and Trade Unions	Judy Greenway	http://www.judygreenway.org.uk/
Government, Law & Politics	Civil Rights, Pressure Groups, and Trade Unions	Justice for England	http://www.justiceforengland.com/
Government, Law & Politics	Civil Rights, Pressure Groups, and Trade Unions	Kaleidoscope Trust	http://www.kaleidoscopetrust.com/
Government, Law & Politics	Civil Rights, Pressure Groups, and Trade Unions	Keep Burberry British: The campaign to keep the Burberry factory open in Treorchy, and save 300 jobs	http://www.keepburberrybritish.com/
Government, Law & Politics	Civil Rights, Pressure Groups, and Trade Unions	KillSpills	http://www.killspills.co.uk/
Government, Law & Politics	Civil Rights, Pressure Groups, and Trade Unions	Kurdish Blog	http://eastkurd.blog.co.uk/
Government, Law & Politics	Civil Rights, Pressure Groups, and Trade Unions	Labour Behind The Label	http://www.labourbehindthelabel.org/
Government, Law & Politics	Civil Rights, Pressure Groups, and Trade Unions	Labour Euro-Safeguards Campaign	http://www.lesc.org.uk/
Government, Law & Politics	Civil Rights, Pressure Groups, and Trade Unions	Labour Start UK	http://www.uk.labourstart.org/
Government, Law & Politics	Civil Rights, Pressure Groups, and Trade Unions	Lambeth Save Our Services	http://lambethsaveourservices.org/
Government, Law & Politics	Civil Rights, Pressure Groups, and Trade Unions	Leicestershire Learning Disability Partnership Board	http://www.betterlives.org.uk/
Government, Law & Politics	Civil Rights, Pressure Groups, and Trade Unions	Leonard Cheshire Disability	http://www.lcdisability.org/
Government, Law & Politics	Civil Rights, Pressure Groups, and Trade Unions	Leonard Cheshire Disability: Mobilise for DLA	http://www.lcdisability.org/?lid=14585
Government, Law & Politics	Civil Rights, Pressure Groups, and Trade Unions	Lesbian Gay Bisexual Transgender (LGBT) History Month	http://www.lgbthistorymonth.org.uk/
Government, Law & Politics	Civil Rights, Pressure Groups, and Trade Unions	Let Them Return - the Chagos people's homeland campaign	http://www.letthemreturn.com/
Government, Law & Politics	Civil Rights, Pressure Groups, and Trade Unions	Libel Reform Campaign, The	http://www.libelreform.org/
Government, Law & Politics	Civil Rights, Pressure Groups, and Trade Unions	Liberty: Terrorism comment	http://www.liberty-human-rights.org.uk/issues/terrorism.shtml
Government, Law & Politics	Civil Rights, Pressure Groups, and Trade Unions	Lipstick Socialist	http://lipsticksocialist.wordpress.com/
Government, Law & Politics	Civil Rights, Pressure Groups, and Trade Unions	London Coalition Against Poverty	http://www.lcap.org.uk/
Government, Law & Politics	Civil Rights, Pressure Groups, and Trade Unions	London Health Emergency	http://www.healthemergency.org.uk/
Government, Law & Politics	Civil Rights, Pressure Groups, and Trade Unions	London Play	http://www.londonplay.org.uk/
Government, Law & Politics	Civil Rights, Pressure Groups, and Trade Unions	London Socialist Historians Group (LSHG)	http://www.londonsocialisthistorians.blogspot.co.uk/
Government, Law & Politics	Civil Rights, Pressure Groups, and Trade Unions	London TravelWatch	http://www.londontravelwatch.org.uk/
Government, Law & Politics	Civil Rights, Pressure Groups, and Trade Unions	Mad Pride	http://madpride.org.uk/
Government, Law & Politics	Civil Rights, Pressure Groups, and Trade Unions	Major Energy Users' Council (MEUC)	http://www.meuc.co.uk/
Government, Law & Politics	Civil Rights, Pressure Groups, and Trade Unions	Make Education Count	http://makeeducationcount.org.uk/
Government, Law & Politics	Civil Rights, Pressure Groups, and Trade Unions	Make the March	http://makethemarch.org.uk/
Government, Law & Politics	Civil Rights, Pressure Groups, and Trade Unions	Making Campaigning Count - FairSay	http://fairsay.com/
Government, Law & Politics	Civil Rights, Pressure Groups, and Trade Unions	March for the Alternative	http://marchforthealternative.org.uk/
Government, Law & Politics	Civil Rights, Pressure Groups, and Trade Unions	Marinet	http://www.marinet.org.uk/
Government, Law & Politics	Civil Rights, Pressure Groups, and Trade Unions	Marxism Festival	http://www.marxismfestival.org.uk/
Government, Law & Politics	Civil Rights, Pressure Groups, and Trade Unions	Mary Tracy's blog	http://marytracy.blogspot.com/
Government, Law & Politics	Civil Rights, Pressure Groups, and Trade Unions	Maryam Namazie	http://maryamnamazie.com/
Government, Law & Politics	Civil Rights, Pressure Groups, and Trade Unions	Media Lens	http://www.medialens.org/
Government, Law & Politics	Civil Rights, Pressure Groups, and Trade Unions	Middle East Monitor	http://www.middleeastmonitor.org.uk/
Government, Law & Politics	Civil Rights, Pressure Groups, and Trade Unions	Mind: Benefits and Welfare Reform	http://www.mind.org.uk/campaigns_and_issues/policy_and_issues/making_benefits_fairer-welfare_reform
Government, Law & Politics	Civil Rights, Pressure Groups, and Trade Unions	Mothers' Union	http://www.themothersunion.org/
Government, Law & Politics	Civil Rights, Pressure Groups, and Trade Unions	Museum of Free Derry	http://www.museumoffreederry.org/
Government, Law & Politics	Civil Rights, Pressure Groups, and Trade Unions	NO2ID - Stop ID Cards and the database state	http://www.no2id.net/
Government, Law & Politics	Civil Rights, Pressure Groups, and Trade Unions	NOGOE - No to Greenwich Olympic Equestrian Events	http://www.nogoe2012.com/
Government, Law & Politics	Civil Rights, Pressure Groups, and Trade Unions	NUS - National Union of Students	http://www.nus.org.uk/
Government, Law & Politics	Civil Rights, Pressure Groups, and Trade Unions	Nanny Knows Best	http://www.nannyknowsbest.com/
Government, Law & Politics	Civil Rights, Pressure Groups, and Trade Unions	National Anti-Vivisection Society	http://www.navs.org.uk/
Government, Law & Politics	Civil Rights, Pressure Groups, and Trade Unions	National Association of Head Teachers (NAHT)	http://www.naht.org.uk/
Government, Law & Politics	Civil Rights, Pressure Groups, and Trade Unions	National Association of Head Teachers (NAHT): NAHT Manifesto March 2010	http://www.naht.org.uk/welcome/resources/key-topics/government-policy/manifesto-march-2010/
Government, Law & Politics	Civil Rights, Pressure Groups, and Trade Unions	National Coalition for Independent Action (NCIA)	http://www.independentaction.net/
Government, Law & Politics	Civil Rights, Pressure Groups, and Trade Unions	National Coalition of Anti-Deportation Campaigns (NCADC)	http://www.ncadc.org.uk/
Government, Law & Politics	Civil Rights, Pressure Groups, and Trade Unions	National Consumer Council (NCC)	http://www.ncc.org.uk/
Government, Law & Politics	Civil Rights, Pressure Groups, and Trade Unions	National Council for Voluntary Youth Services (NCVYS)	http://www.ncvys.org.uk/
Government, Law & Politics	Civil Rights, Pressure Groups, and Trade Unions	National Farmers Union (NFU): Election Manifesto	http://www.nfuonline.com/Our-work/Campaigns-and-Lobbying/Westminster/NFU-Election-Manifesto/
Government, Law & Politics	Civil Rights, Pressure Groups, and Trade Unions	National Federation of Women's Institutes	http://www.thewi.org.uk/
Government, Law & Politics	Civil Rights, Pressure Groups, and Trade Unions	National Pensioners Convention	http://www.npcuk.org/
Government, Law & Politics	Civil Rights, Pressure Groups, and Trade Unions	National Union of Teachers (NUT)	http://www.teachers.org.uk/
Government, Law & Politics	Civil Rights, Pressure Groups, and Trade Unions	National Union of Teachers (NUT): Make Your Mark - general election materials for members	http://www.teachers.org.uk/makeyourmark/
Government, Law & Politics	Civil Rights, Pressure Groups, and Trade Unions	National Union of Women Teachers	http://nuwtarchiveioe.wordpress.com/
Government, Law & Politics	Civil Rights, Pressure Groups, and Trade Unions	Networked Culture	http://reinikainen.co.uk/
Government, Law & Politics	Civil Rights, Pressure Groups, and Trade Unions	Nicaragua Solidarity Campaign (NSC)	http://www.nicaraguasc.org.uk/
Government, Law & Politics	Civil Rights, Pressure Groups, and Trade Unions	No congestion charge	http://www.no-congestion-charge.com/
Government, Law & Politics	Civil Rights, Pressure Groups, and Trade Unions	No to the Bike Parking Tax	http://www.notobikeparkingtax.com/
Government, Law & Politics	Civil Rights, Pressure Groups, and Trade Unions	No2NuclearPower	http://www.no2nuclearpower.org.uk/
Government, Law & Politics	Civil Rights, Pressure Groups, and Trade Unions	Nottingham Claimants Union	http://ncu.wikispot.org/
Government, Law & Politics	Civil Rights, Pressure Groups, and Trade Unions	Occupied Times of London, The	http://theoccupiedtimes.co.uk/
Government, Law & Politics	Civil Rights, Pressure Groups, and Trade Unions	Occupy London	http://occupylondon.org.uk/
Government, Law & Politics	Civil Rights, Pressure Groups, and Trade Unions	Off the Podium	http://www.offthepodium.org/
Government, Law & Politics	Civil Rights, Pressure Groups, and Trade Unions	Official Protesters of the London 2012 Olympic Games	http://www.protestlondon2012.com/
Government, Law & Politics	Civil Rights, Pressure Groups, and Trade Unions	One Good Cut on Facebook	http://www.facebook.com/onegoodcut
Government, Law & Politics	Civil Rights, Pressure Groups, and Trade Unions	One Law For All	http://www.onelawforall.org.uk/
Government, Law & Politics	Civil Rights, Pressure Groups, and Trade Unions	One World Action	http://www.oneworldaction.org/
Government, Law & Politics	Civil Rights, Pressure Groups, and Trade Unions	Open Rights Group, The	http://www.openrightsgroup.org/
Government, Law & Politics	Civil Rights, Pressure Groups, and Trade Unions	Orchid Project	http://orchidproject.org/
Government, Law & Politics	Civil Rights, Pressure Groups, and Trade Unions	Other TaxPayers' Alliance, The	http://www.taxpayersalliance.org/
Government, Law & Politics	Civil Rights, Pressure Groups, and Trade Unions	Our Olympics - Reclaim London 2012	http://www.ourolympics.org/
Government, Law & Politics	Civil Rights, Pressure Groups, and Trade Unions	Outcome-based government	http://www.centreforsocialjustice.org.uk/client/downloads/CSJOutcomeBasedGovernment_final2_WEB.pdf
Government, Law & Politics	Civil Rights, Pressure Groups, and Trade Unions	Oxfordshire Family Support Network	http://www.oxfsn.org.uk/
Government, Law & Politics	Civil Rights, Pressure Groups, and Trade Unions	PES Campaign Blog	http://elections2009.pes.org/
Government, Law & Politics	Civil Rights, Pressure Groups, and Trade Unions	Parents Alliance for  Community Schools (PACS)	http://www.parentsallianceforcommunityschools.org/
Government, Law & Politics	Civil Rights, Pressure Groups, and Trade Unions	ParentsOutloud	http://parentsoutloud.com/
Government, Law & Politics	Civil Rights, Pressure Groups, and Trade Unions	Parity: Equal Rights for UK Men and Women	http://www.parity-uk.org/
Government, Law & Politics	Civil Rights, Pressure Groups, and Trade Unions	Parth dotCYM Domain: Ymgyrchu dros barth rhyngrwyd .cym - Campaigning for a .cym internet domain: Ar gyfer cymuned ieithyddol a diwylliannol y Gymraeg - For the Welsh linguistic and cultural community	http://www.dotcym.org/
Government, Law & Politics	Civil Rights, Pressure Groups, and Trade Unions	Pavement, The	http://www.thepavement.org.uk/
Government, Law & Politics	Civil Rights, Pressure Groups, and Trade Unions	People against litter	http://www.peopleagainstlitter.org/
Government, Law & Politics	Civil Rights, Pressure Groups, and Trade Unions	People in Common	http://www.peopleincommon.org/
Government, Law & Politics	Civil Rights, Pressure Groups, and Trade Unions	Peru Support Group	http://www.perusupportgroup.org.uk/
Government, Law & Politics	Civil Rights, Pressure Groups, and Trade Unions	Peter Tatchell	http://www.petertatchell.net/
Government, Law & Politics	Civil Rights, Pressure Groups, and Trade Unions	Peter Tatchell Foundation	http://www.petertatchellfoundation.org/
Government, Law & Politics	Civil Rights, Pressure Groups, and Trade Unions	Peter Tatchell: Religion	http://www.petertatchell.net/religion/
Government, Law & Politics	Civil Rights, Pressure Groups, and Trade Unions	Photography Without Borders	http://photographywithoutborders.org/
Government, Law & Politics	Civil Rights, Pressure Groups, and Trade Unions	Pink Triangle Trust, The	http://www.pinktriangle.org.uk/
Government, Law & Politics	Civil Rights, Pressure Groups, and Trade Unions	Playfair 2012	http://www.playfair2012.org/
Government, Law & Politics	Civil Rights, Pressure Groups, and Trade Unions	Political Innovation - Innovative Conversational Politics	http://www.politicalinnovation.org/
Government, Law & Politics	Civil Rights, Pressure Groups, and Trade Unions	PostWatch - Consumer Council for Postal Services	http://www.postwatch.org.uk/
Government, Law & Politics	Civil Rights, Pressure Groups, and Trade Unions	Preparing for Peace	http://www.preparingforpeace.org/
Government, Law & Politics	Civil Rights, Pressure Groups, and Trade Unions	Press for Change (PFC)	http://www.pfc.org.uk/
Government, Law & Politics	Civil Rights, Pressure Groups, and Trade Unions	PricedOut - The campaign for Affordable House Prices	http://www.pricedout.org.uk/
Government, Law & Politics	Civil Rights, Pressure Groups, and Trade Unions	Prime Minister's e-Petitions	http://petitions.pm.gov.uk/
Government, Law & Politics	Civil Rights, Pressure Groups, and Trade Unions	Pro Wind Alliance (ProWA)	http://www.prowa.org.uk/
Government, Law & Politics	Civil Rights, Pressure Groups, and Trade Unions	Pro-Choice Forum	http://www.prochoiceforum.org.uk/
Government, Law & Politics	Civil Rights, Pressure Groups, and Trade Unions	Progress Online	http://www.progressonline.org.uk/
Government, Law & Politics	Civil Rights, Pressure Groups, and Trade Unions	Protecting Animals in Democracy	http://www.vote4animals.org.uk/
Government, Law & Politics	Civil Rights, Pressure Groups, and Trade Unions	Public Libraries News - What's Happening to Your Library?	http://www.publiclibrariesnews.com/
Government, Law & Politics	Civil Rights, Pressure Groups, and Trade Unions	Public and Commercial Services Union: Make Your Vote Count	http://www.pcs.org.uk/en/campaigns/myvc/
Government, Law & Politics	Civil Rights, Pressure Groups, and Trade Unions	Publish What You Pay	http://www.publishwhatyoupay.org/
Government, Law & Politics	Civil Rights, Pressure Groups, and Trade Unions	Put People First	http://www.putpeoplefirst.org.uk/
Government, Law & Politics	Civil Rights, Pressure Groups, and Trade Unions	Quaker Committee for European Affairs: British Committee	http://www.pfcs.co.uk/qcea/website/qceahome.html
Government, Law & Politics	Civil Rights, Pressure Groups, and Trade Unions	Quaker Concern For Animals	http://www.quaker-animals.org.uk/
Government, Law & Politics	Civil Rights, Pressure Groups, and Trade Unions	Quaker Congo Partnership	http://www.quakercongo.btik.com/
Government, Law & Politics	Civil Rights, Pressure Groups, and Trade Unions	Quaker Homeless Action	http://www.qha.org.uk/
Government, Law & Politics	Civil Rights, Pressure Groups, and Trade Unions	Radical Statistics Group	http://www.radstats.org.uk/
Government, Law & Politics	Civil Rights, Pressure Groups, and Trade Unions	Railwatch	http://www.railwatch.org.uk/
Government, Law & Politics	Civil Rights, Pressure Groups, and Trade Unions	Rape Crisis	http://www.rapecrisis.org.uk/
Government, Law & Politics	Civil Rights, Pressure Groups, and Trade Unions	Raphael Samuel History Centre (RSHC)	http://www.raphael-samuel.org.uk/
Government, Law & Politics	Civil Rights, Pressure Groups, and Trade Unions	Real Lettings	http://www.reallettings.com/
Government, Law & Politics	Civil Rights, Pressure Groups, and Trade Unions	Refugee Education	http://www.refugeeeducation.co.uk/
Government, Law & Politics	Civil Rights, Pressure Groups, and Trade Unions	Refugee Project	http://www.therefugeeproject.org/
Government, Law & Politics	Civil Rights, Pressure Groups, and Trade Unions	Republic: Campaigning for a democratic alternative to the monarchy	http://www.republic.org.uk/
Government, Law & Politics	Civil Rights, Pressure Groups, and Trade Unions	Ribble Estuary Against Fracking	http://www.reaf.org.uk/
Government, Law & Politics	Civil Rights, Pressure Groups, and Trade Unions	Rights of Women	http://www.rightsofwomen.org.uk/
Government, Law & Politics	Civil Rights, Pressure Groups, and Trade Unions	Roma Support Group (RSG)	http://www.romasupportgroup.org.uk/
Government, Law & Politics	Civil Rights, Pressure Groups, and Trade Unions	SKWALKER1964	http://skwalker1964.wordpress.com/
Government, Law & Politics	Civil Rights, Pressure Groups, and Trade Unions	SPEAK - Stop the Primate Laboratory at Oxford University	http://speakcampaigns.org/
Government, Law & Politics	Civil Rights, Pressure Groups, and Trade Unions	Save China's Tigers	http://www.savechinastigers.org/
Government, Law & Politics	Civil Rights, Pressure Groups, and Trade Unions	Save Leyton Marsh	http://saveleytonmarsh.wordpress.com/
Government, Law & Politics	Civil Rights, Pressure Groups, and Trade Unions	Save Our Services in Surrey	http://www.saveourservic.es/
Government, Law & Politics	Civil Rights, Pressure Groups, and Trade Unions	Save The Women's Library	http://savethewomenslibrary.blogspot.co.uk/
Government, Law & Politics	Civil Rights, Pressure Groups, and Trade Unions	Save Vestas jobs! Save the planet!	http://savevestas.wordpress.com/
Government, Law & Politics	Civil Rights, Pressure Groups, and Trade Unions	Schools Out	http://www.schools-out.org.uk/
Government, Law & Politics	Civil Rights, Pressure Groups, and Trade Unions	Scope	http://www.scope.org.uk/
Government, Law & Politics	Civil Rights, Pressure Groups, and Trade Unions	Scope: Coping with the Cuts, 2011	http://www.scope.org.uk/help-and-information/publications/coping-cuts-2011
Government, Law & Politics	Civil Rights, Pressure Groups, and Trade Unions	Share The World's Resources (STWR)	http://www.stwr.org/
Government, Law & Politics	Civil Rights, Pressure Groups, and Trade Unions	Sheila McKechnie Foundation	http://www.smk.org.uk/
Government, Law & Politics	Civil Rights, Pressure Groups, and Trade Unions	Sheltered Housing	http://www.shelteredhousinguk.com/
Government, Law & Politics	Civil Rights, Pressure Groups, and Trade Unions	Shropshire Fights Back	http://www.shropshirefightsback.org.uk/
Government, Law & Politics	Civil Rights, Pressure Groups, and Trade Unions	Shutdown Sizewell Campaign	http://www.shutdown-sizewell.org.uk/
Government, Law & Politics	Civil Rights, Pressure Groups, and Trade Unions	Siesta Awareness	http://www.siestaawareness.org/
Government, Law & Politics	Civil Rights, Pressure Groups, and Trade Unions	Smoking Ban is Shit, The	http://www.smokingbanisshit.co.uk/
Government, Law & Politics	Civil Rights, Pressure Groups, and Trade Unions	Social Spark - Digital design and strategy for progressive campaigns	http://socialspark.co.uk/
Government, Law & Politics	Civil Rights, Pressure Groups, and Trade Unions	Socialist Unity	http://www.socialistunity.com/
Government, Law & Politics	Civil Rights, Pressure Groups, and Trade Unions	Socialist World	http://www.socialistworld.net/
Government, Law & Politics	Civil Rights, Pressure Groups, and Trade Unions	Society for the Protection for the Unborn Child	http://www.spuc.org.uk/
Government, Law & Politics	Civil Rights, Pressure Groups, and Trade Unions	Space Hijackers	http://www.spacehijackers.co.uk/
Government, Law & Politics	Civil Rights, Pressure Groups, and Trade Unions	Speaker's Corner Trust	http://www.speakerscornertrust.org/
Government, Law & Politics	Civil Rights, Pressure Groups, and Trade Unions	St Mungo's - Opening doors for London's homeless	http://www.mungos.org/
Government, Law & Politics	Civil Rights, Pressure Groups, and Trade Unions	Stonewall	http://www.stonewall.org.uk/
Government, Law & Politics	Civil Rights, Pressure Groups, and Trade Unions	Stop Climate Chaos Coalition: The Wave	http://www.stopclimatechaos.org/the-wave
Government, Law & Politics	Civil Rights, Pressure Groups, and Trade Unions	Stop Junk Mail	http://www.stopjunkmail.org.uk/
Government, Law & Politics	Civil Rights, Pressure Groups, and Trade Unions	Stop Norwich Urbanisation	http://www.snubcampaign.org/
Government, Law & Politics	Civil Rights, Pressure Groups, and Trade Unions	Stop Norwich Urbanisation Blog	http://snubcampaign.blogspot.com/
Government, Law & Politics	Civil Rights, Pressure Groups, and Trade Unions	Stop Stansted Expansion	http://www.stopstanstedexpansion.com/
Government, Law & Politics	Civil Rights, Pressure Groups, and Trade Unions	Stop the Olympic Missiles	http://stoptheolympicmissiles.org/
Government, Law & Politics	Civil Rights, Pressure Groups, and Trade Unions	Supporters of Nuclear Energy (SONE)	http://www.sone.org.uk/
Government, Law & Politics	Civil Rights, Pressure Groups, and Trade Unions	Tax Justice Blog	http://taxjustice.blogspot.co.uk/
Government, Law & Politics	Civil Rights, Pressure Groups, and Trade Unions	TaxPayers' Alliance (TPA), The	http://www.taxpayersalliance.com/
Government, Law & Politics	Civil Rights, Pressure Groups, and Trade Unions	TaxPayers' Alliance (TPA), The: Manifesto	http://www.taxpayersalliance.com/tpamanifesto.pdf
Government, Law & Politics	Civil Rights, Pressure Groups, and Trade Unions	Thirsty for Freedom	http://teshnehazadi.persianblog.ir/
Government, Law & Politics	Civil Rights, Pressure Groups, and Trade Unions	This is not an invitation to rape me	http://www.thisisnotaninvitationtorapeme.co.uk/
Government, Law & Politics	Civil Rights, Pressure Groups, and Trade Unions	Threshold - Run by Women for Women	http://www.thresholdwomen.org.uk/
Government, Law & Politics	Civil Rights, Pressure Groups, and Trade Unions	ToUChstone Blog	http://touchstoneblog.org.uk/
Government, Law & Politics	Civil Rights, Pressure Groups, and Trade Unions	Tolpuddle Martyrs	http://tolpuddlemartyrs.online-today.co.uk/
Government, Law & Politics	Civil Rights, Pressure Groups, and Trade Unions	Too Much To Say For Myself	http://toomuchtosayformyself.com/
Government, Law & Politics	Civil Rights, Pressure Groups, and Trade Unions	Trade Justice Movement (TJM)	http://www.tjm.org.uk/
Government, Law & Politics	Civil Rights, Pressure Groups, and Trade Unions	Trades Union Congress (TUC)	http://www.tuc.org.uk/
Government, Law & Politics	Civil Rights, Pressure Groups, and Trade Unions	Trades Union Congress (TUC): Disabled People Fighting the Cuts	http://www.tuc.org.uk/tucfiles/21/disabled_people_fighting_cuts.pdf
Government, Law & Politics	Civil Rights, Pressure Groups, and Trade Unions	Trades Union Congress (TUC): The gender impact of the cuts	http://www.tuc.org.uk/extras/genderimpactofthecuts.pdf
Government, Law & Politics	Civil Rights, Pressure Groups, and Trade Unions	Trades Union Congress: All Together Campaign	http://www.tuc.org.uk/theme/index.cfm?theme=alltogether
Government, Law & Politics	Civil Rights, Pressure Groups, and Trade Unions	Trades Union Congress: Exploding Public Sector Pensions Myths	http://www.tuc.org.uk/extras/publicsectorpensions.pdf
Government, Law & Politics	Civil Rights, Pressure Groups, and Trade Unions	Trident Ploughshares	http://tridentploughshares.org/
Government, Law & Politics	Civil Rights, Pressure Groups, and Trade Unions	UCU Left	http://www.uculeft.devisland.net/
Government, Law & Politics	Civil Rights, Pressure Groups, and Trade Unions	UK Chagos Support Association	http://www.chagossupport.org.uk/
Government, Law & Politics	Civil Rights, Pressure Groups, and Trade Unions	UK Men's Movement	http://www.ukmm.org.uk/
Government, Law & Politics	Civil Rights, Pressure Groups, and Trade Unions	UK Metric Association	http://www.ukma.org.uk/
Government, Law & Politics	Civil Rights, Pressure Groups, and Trade Unions	UK Youth Parliament	http://www.ukyouthparliament.org.uk/
Government, Law & Politics	Civil Rights, Pressure Groups, and Trade Unions	UN Women	http://www.unwomenuk.org/
Government, Law & Politics	Civil Rights, Pressure Groups, and Trade Unions	UNISON	http://www.unison.org.uk/
Government, Law & Politics	Civil Rights, Pressure Groups, and Trade Unions	UNISON: Cuts Hurt Me	http://www.unison.org.uk/cutsHurtMe/
Government, Law & Politics	Civil Rights, Pressure Groups, and Trade Unions	UNISON: Cuts: Spending Review	http://www.unison.org.uk/spendingreview/
Government, Law & Politics	Civil Rights, Pressure Groups, and Trade Unions	UNISON: Housing	http://www.unison.org.uk/localgov/housing/
Government, Law & Politics	Civil Rights, Pressure Groups, and Trade Unions	UNISON: Protect Our Pensions	http://www.unison.org.uk/pensions/protectour.asp
Government, Law & Politics	Civil Rights, Pressure Groups, and Trade Unions	USDAW - Union of Shop, Distributive and Allied Workers	http://www.usdaw.org.uk/
Government, Law & Politics	Civil Rights, Pressure Groups, and Trade Unions	Uncaged - Protecting Animals	http://www.uncaged.co.uk/
Government, Law & Politics	Civil Rights, Pressure Groups, and Trade Unions	Union Makes Us Strong, The - TUC History Online	http://www.unionhistory.info/
Government, Law & Politics	Civil Rights, Pressure Groups, and Trade Unions	Unite the Union	http://www.unitetheunion.org/
Government, Law & Politics	Civil Rights, Pressure Groups, and Trade Unions	Unite the Union: Unite 4 our NHS	http://www.unitetheunion.org/sectors/health_sector/unite_4_our_nhs.aspx
Government, Law & Politics	Civil Rights, Pressure Groups, and Trade Unions	Unite: Dealing with the Defecit	http://www.unitetheunion.org/PDF/026-Job%203185%20Dealing%20with%20the%20deficit.pdf
Government, Law & Politics	Civil Rights, Pressure Groups, and Trade Unions	Unite: Defend public sector pensions	http://www.unitetheunion.org/resources/pensions/protecting_pensions_for_our_pu.aspx
Government, Law & Politics	Civil Rights, Pressure Groups, and Trade Unions	Unite: Welfare Reform Campaign	http://www.unitetheunion.org/campaigns/welfare_reform.aspx
Government, Law & Politics	Civil Rights, Pressure Groups, and Trade Unions	United Kingdom Without Incineration Network	http://ukwin.org.uk/
Government, Law & Politics	Civil Rights, Pressure Groups, and Trade Unions	United Response	http://www.unitedresponse.org.uk/
Government, Law & Politics	Civil Rights, Pressure Groups, and Trade Unions	Vaccine Risk Awareness	http://www.vaccineriskawareness.com/
Government, Law & Politics	Civil Rights, Pressure Groups, and Trade Unions	Voice of the Listener & Viewer (VLV)	http://www.vlv.org.uk/
Government, Law & Politics	Civil Rights, Pressure Groups, and Trade Unions	Vote 2005 / Capability Scotland	http://www.vote.org.uk/index.asp
Government, Law & Politics	Civil Rights, Pressure Groups, and Trade Unions	War Resisters International (WRI)	http://www.wri-irg.org/
Government, Law & Politics	Civil Rights, Pressure Groups, and Trade Unions	War on Want	http://www.waronwant.org/
Government, Law & Politics	Civil Rights, Pressure Groups, and Trade Unions	Who Funds You? - Promoting open, transparent think tanks	http://whofundsyou.org/
Government, Law & Politics	Civil Rights, Pressure Groups, and Trade Unions	Why Women?	http://www.whywomen.org.uk/
Government, Law & Politics	Civil Rights, Pressure Groups, and Trade Unions	Wimmin vs G8	http://g8feministaction.frockon.org/index.html
Government, Law & Politics	Civil Rights, Pressure Groups, and Trade Unions	Winning Equal Pay - the value of women's work	http://www.unionhistory.info/equalpay/
Government, Law & Politics	Civil Rights, Pressure Groups, and Trade Unions	Witness Confident	http://www.witnessconfident.org/
Government, Law & Politics	Civil Rights, Pressure Groups, and Trade Unions	Women Into Work	http://www.wiw.org.uk/
Government, Law & Politics	Civil Rights, Pressure Groups, and Trade Unions	Women and equality unit	http://www.womenandequalityunit.gov.uk/
Government, Law & Politics	Civil Rights, Pressure Groups, and Trade Unions	Women and the Vote	http://www.womenandthevote.com/
Government, Law & Politics	Civil Rights, Pressure Groups, and Trade Unions	Women's Aid	http://www.womensaid.org.uk/
Government, Law & Politics	Civil Rights, Pressure Groups, and Trade Unions	Women's Design Service	http://www.wds.org.uk/
Government, Law & Politics	Civil Rights, Pressure Groups, and Trade Unions	Women's National Commission	http://www.thewnc.org.uk/
Government, Law & Politics	Civil Rights, Pressure Groups, and Trade Unions	Women's Resource Centre	http://www.wrc.org.uk/
Government, Law & Politics	Civil Rights, Pressure Groups, and Trade Unions	World Organisation Against Torture (OMCT): Manifesto on Human Rights for the new European Parliament, 2009	http://www.omct.org/pdf/OMCT_Europe/2009/HRDN_manifesto_2008_eng.pdf
Government, Law & Politics	Civil Rights, Pressure Groups, and Trade Unions	Ymgyrchu!: Llyfrgell Genedlaethol Cymru - Campaign!: National Library of Wales	http://www.nlw.org.uk/ymgyrchu/
Government, Law & Politics	Civil Rights, Pressure Groups, and Trade Unions	YouScotland	http://www.youscotland.com/index1.aspx
Government, Law & Politics	Civil Rights, Pressure Groups, and Trade Unions	Your Rights	http://www.yourrights.org.uk/
Government, Law & Politics	Civil Rights, Pressure Groups, and Trade Unions	Zimbabwe Vigil Coalition	http://www.zimvigil.co.uk/
Government, Law & Politics	Civil Rights, Pressure Groups, and Trade Unions	criticalthinking	http://didgahenteghadi.persianblog.ir/
Government, Law & Politics	Civil Rights, Pressure Groups, and Trade Unions	energywatch	http://www.energywatch.org.uk/
Government, Law & Politics	Civil Rights, Pressure Groups, and Trade Unions	hegemonics.co.uk	http://www.hegemonics.co.uk/
Government, Law & Politics	Civil Rights, Pressure Groups, and Trade Unions	iceandfire Theatre Company	http://iceandfire.co.uk/
Government, Law & Politics	Civil Rights, Pressure Groups, and Trade Unions	mySociety - Usability with Purpose	http://www.mysociety.org/
Government, Law & Politics	Civil Rights, Pressure Groups, and Trade Unions	shirleymckie.com	http://www.shirleymckie.com/index.htm
Government, Law & Politics	Credit Crunch	1st Class Credit Union	http://www.1stclasscu.co.uk/
Government, Law & Politics	Credit Crunch	3i	http://www.3i.com/
Government, Law & Politics	Credit Crunch	AMEC	http://www.amec.com/
Government, Law & Politics	Credit Crunch	Abbey	http://www.abbey.com/
Government, Law & Politics	Credit Crunch	About Mayfair	http://www.aboutmayfair.co.uk/
Government, Law & Politics	Credit Crunch	Adams	http://adams.co.uk/
Government, Law & Politics	Credit Crunch	Advantage West Midlands	http://www.advantagewm.co.uk/
